97,4.719999999999999
98,5.041666666666666
99,5.05
0,5.058333333333334
1,5.158333333333333
2,4.166666666666666
3,3.558333333333333
4,3.475
5,3.833333333333334
6,3.8416666666666663
7,4.2
8,4.0
9,2.8083333333333336
10,1.7666666666666664
11,2.0166666666666666
12,2.1166666666666667
13,2.2249999999999996
14,2.5083333333333333
15,3.108333333333334
16,3.466666666666667
17,3.3083333333333336
18,3.383333333333333
19,3.6666666666666665
20,3.591666666666667
21,3.691666666666666
22,6.2
